2,2,1,2,0,0,0,0,0,1,1,1,Property Damage Accident
2,0,1,1,1,0,2,0,0,1,0.5,2,Property Damage Accident
1,2,1,0,0,0,2,0,1,1,1,1,Property Damage Accident
2,3,1,5,0,0,2,0,0,1,3,1,Injury Accident
2,3,1,1,4,0,2,0,0,1,0.5,2,Property Damage Accident
2,5,1,1,4,0,0,0,0,1,0.5,2,Property Damage Accident
2,0,1,1,2,0,0,0,0,1,0.5,2,Property Damage Accident
1,0,1,1,2,2,2,0,0,1,0.5,2,Property Damage Accident
2,0,1,1,1,0,2,0,0,1,0.5,2,Property Damage Accident
0,4,2,1,2,3,1,0,1,1,0.5,2,Property Damage Accident
2,1,1,1,3,0,0,0,0,1,0.5,2,Injury Accident
2,4,1,5,0,0,2,2,1,2,2.5,1,Injury Accident
2,0,2,1,2,2,0,2,0,1,0.5,2,Property Damage Accident
1,4,1,0,0,0,0,5,0,1,1,1,Property Damage Accident
2,5,1,1,1,3,0,0,0,1,0.5,2,Property Damage Accident
2,1,2,1,4,4,0,0,0,1,0.5,2,Property Damage Accident
1,2,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
1,1,1,0,0,0,2,5,1,1,1.5,1,Property Damage Accident
2,2,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,3,1,1,3,0,0,0,0,1,0.5,2,Injury Accident
2,0,1,1,8,0,0,0,0,1,0.5,2,Injury Accident
2,5,1,2,0,0,0,0,0,1,1,1,Property Damage Accident
2,4,1,1,3,0,0,3,0,1,0.5,2,Injury Accident
2,0,1,2,0,0,0,0,0,1,1,1,Property Damage Accident
2,3,1,1,0,0,0,0,0,0,0,1,Injury Accident
2,4,1,1,0,0,1,0,1,1,0.5,2,Property Damage Accident
1,5,1,2,0,0,0,0,0,1,1,1,Property Damage Accident
2,6,1,1,3,0,0,0,0,1,0.5,2,Property Damage & Injury Accident
2,4,1,5,3,0,2,2,0,1,0.5,2,Injury Accident
1,3,1,1,0,0,2,0,0,1,0.5,2,Property Damage Accident
2,0,1,1,3,0,0,1,0,1,0.5,2,Injury Accident
1,0,1,5,0,0,0,0,0,1,0.5,3,Property Damage Accident
2,1,2,3,0,1,4,1,2,8,0,1,Injury Accident
2,1,1,1,4,2,0,0,0,1,0.5,2,Injury Accident
1,5,1,1,3,0,0,0,1,1,0.5,2,Injury Accident
2,3,1,1,0,3,3,0,3,1,9.5,1,Property Damage & Injury Accident
1,4,1,1,0,3,0,2,0,2,0,1,Injury Accident
2,5,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,1,1,1,0,0,0,0,1,0,0,1,Injury Accident
2,3,1,1,8,2,2,0,0,1,0.5,2,Property Damage Accident
2,0,1,1,1,2,0,3,0,1,0.5,2,Property Damage Accident
2,1,1,1,0,0,2,3,0,1,3.5,1,Property Damage & Injury Accident
1,0,1,1,0,0,3,2,4,1,0.5,3,Injury Accident
1,3,1,0,0,2,3,0,1,1,4,1,Property Damage & Injury Accident
2,6,2,1,3,0,0,2,0,1,0.5,2,Property Damage Accident
2,5,2,3,3,1,4,1,2,1,0.5,2,Injury Accident
1,0,1,1,3,5,3,0,1,1,0.5,2,Property Damage Accident
1,6,2,1,0,0,0,0,0,1,4.5,1,Property Damage Accident
2,6,1,1,3,0,0,0,0,1,0.5,2,Property Damage Accident
2,3,1,1,1,0,0,3,0,1,0.5,2,Property Damage Accident
2,3,1,1,7,0,0,0,0,1,0.5,2,Property Damage & Injury Accident
2,5,1,2,0,2,0,0,0,1,1,1,Property Damage Accident
2,2,1,5,0,0,1,0,1,0,0,1,Injury Accident
2,1,1,1,0,0,0,0,0,3,0,1,Injury Accident
1,0,1,1,3,3,0,0,0,1,0.5,2,Injury Accident
2,6,1,5,3,0,0,2,0,1,0.5,2,Injury Accident
2,4,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,1,2,3,0,1,4,1,2,1,0.5,2,Property Damage Accident
2,6,1,1,3,0,0,0,0,1,0.5,2,Injury Accident
1,3,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,1,2,1,0,0,2,0,0,4,0,1,Injury Accident
2,4,2,1,3,0,0,2,0,1,0.5,2,Property Damage Accident
2,6,1,1,3,0,1,0,1,1,0.5,2,Property Damage Accident
2,6,1,5,0,0,0,2,0,5,0,1,Injury Accident
2,5,1,1,0,0,2,0,0,1,1,1,Property Damage Accident
1,0,2,1,4,0,2,1,0,1,0.5,2,Property Damage Accident
2,2,1,1,2,2,0,0,0,1,0.5,2,Property Damage Accident
2,6,1,1,0,0,2,2,0,1,0.5,3,Injury Accident
2,6,1,1,3,0,0,0,0,1,0.5,2,Injury Accident
1,4,2,1,2,0,0,1,0,1,0.5,2,Property Damage Accident
1,0,1,1,3,0,0,0,0,1,0.5,2,Property Damage Accident
1,3,2,3,3,1,3,1,3,1,0.5,2,Property Damage Accident
2,2,1,1,0,5,1,5,1,1,1,1,Property Damage Accident
2,5,1,2,0,5,0,5,0,1,1,1,Property Damage Accident
2,0,1,1,3,0,2,3,0,1,0.5,2,Property Damage Accident
2,4,1,1,1,0,2,3,1,1,0.5,2,Property Damage Accident
2,5,1,1,1,0,0,3,0,1,0.5,2,Injury Accident
2,2,1,1,0,0,2,3,1,1,0.5,3,Property Damage Accident
2,4,1,5,0,0,0,0,0,0,0,1,Injury Accident
2,0,1,1,0,2,2,0,0,1,5,1,Property Damage Accident
2,0,1,1,0,0,0,2,0,8,0,1,Injury Accident
2,0,1,0,0,0,0,2,0,2,0,1,Injury Accident
1,1,1,1,3,0,2,6,0,1,0.5,2,Injury Accident
1,3,1,4,0,0,0,0,0,6,0,1,Injury Accident
1,4,2,3,4,0,3,1,3,1,0.5,2,Property Damage Accident
2,6,1,4,0,0,0,2,0,8,0,1,Injury Accident
2,5,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,1,1,1,0,0,0,0,0,1,0.5,3,Property Damage Accident
1,4,1,5,0,0,0,0,0,0,0,1,Injury Accident
1,3,1,5,3,0,0,2,0,1,0.5,2,Injury Accident
2,0,1,1,4,0,0,0,0,1,0.5,2,Property Damage & Injury Accident
1,5,1,1,3,0,2,0,0,1,0.5,2,Property Damage Accident
2,4,2,1,1,0,0,3,0,1,0.5,2,Property Damage Accident
1,4,1,1,0,0,0,0,0,7,2.5,1,Injury Accident
2,3,1,1,0,0,0,2,0,1,0.5,3,Injury Accident
1,5,1,1,0,0,0,3,0,7,0,1,Injury Accident
2,4,1,1,0,0,0,0,0,1,0.5,2,Property Damage Accident
2,5,1,1,2,0,0,0,0,1,0.5,2,Property Damage Accident
2,0,2,1,2,0,0,2,0,1,0.5,2,Property Damage Accident
2,0,1,0,3,2,0,0,0,1,0.5,2,Property Damage Accident
2,3,1,1,1,0,0,0,0,1,0.5,2,Property Damage Accident
2,2,1,1,4,0,2,3,0,1,0.5,2,Injury Accident
2,0,1,1,3,0,0,0,0,1,0.5,2,Injury Accident
2,4,1,1,0,0,2,0,4,1,5.5,1,Property Damage Accident
2,4,1,1,0,0,2,2,0,1,0.5,3,Injury Accident
2,3,1,1,8,0,0,2,0,1,0.5,2,Property Damage Accident
1,4,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,4,1,5,0,5,2,5,0,1,1,1,Property Damage Accident
2,5,1,4,0,0,2,0,0,1,1,1,Property Damage Accident
1,0,2,3,4,1,4,1,2,1,0.5,2,Property Damage Accident
2,1,1,5,0,0,0,2,0,5,2.5,1,Injury Accident
